"id","13","0","5","14","12"
"VengefulRomantic","复仇浪漫者","Vengeful Romantic","Мстительный Романтик","Vengeful Romantic","Romántico Vengador"
"RuthlessRomantic","无情浪漫者","Ruthless Romantic","Безжалостный Романтик","Ruthless Romantic","Romántico Implacable"
"Solsticer","至日者","Solsticer","","",""

"# 巫师阵营 / Covens"
"Poisoner","投毒者","Poisoner","Отравитель","Poisoner","Envenenador"
"HexMaster","巫师","Hex Master","Мастер Проклятий","Hex Master","Hechicero"
"Wraith","魅影","Wraith","Дух","Wraith","Espectro"
"Jinx","扫把星","Jinx","Джинкс","Jinx","Gafado"
"PotionMaster","药剂师","Potion Master","Ритуальщик","Potion Master","Maestro De Las Pociones"
"CovenLeader","巫师首领","Coven Leader","Лидер Ковена","Coven Leader","Líder Del Aquelarre"
"Ritualist","祭祀者","Ritualist","Фокусник","Ritualist","Ritualista"
"Necromancer","亡灵巫师","Necromancer","Некромант","Necromancer","Nigromante"
"Banshee","护盾巫师","Banshee","Банши","Banshee","Banshee"

"# 附加职业 / Add-ons"
"LastImpostor","绝境者","Last Impostor","Последний Предатель","絕境者","Último Impostor"
"Lovers","恋人","Lovers","Любовники","戀人","Amantes"
"Madmate","叛徒","Madmate","Безумец","叛徒","Loco"
"Ntr","海王","Neptune","Нептун","海王","Neptuno"
"Watcher","窥视者","Watcher","Наблюдатель","觀察者","Vigilante"
"Flashman","闪电侠","Flash","Флэш","閃電俠","Sónico"
"Torch","火炬","Torch","Фонарик","持燈人","Antorcha"
"Seer","灵媒","Seer","Провидец","靈媒","Observador"
"Brakar","破平者","Tiebreaker","Решающий","破平者","Rompe-empates"
"Oblivious","胆小鬼","Oblivious","Забывчивый","膽小鬼","Inconsciente"
"Bewilder","迷幻者","Bewilder","Растерянный","視障","Desconcertado"
"Sunglasses","患者","Sunglasses","Солнцезащитный","Sunglasses","Gafas de Sol"
"Workhorse","加班狂","Workhorse","Работник","加班狂","Caballo De Tiro"
"Fool","蠢蛋","Fool","Глупец","蠢蛋","Tonto"
"Avanger","复仇者","Avenger","Мститель","復仇者","Vengador"
"Youtuber","UP主","YouTuber","Ютубер","Youtuber","Youtuber"
"Egoist","利己主义者","Egoist","Эгоист","利己主義者","Egoista"
"TicketsStealer","窃票者","Stealer","Вор","竊票者","Ladrón"
"DualPersonality","双重人格","Schizophrenic","Шизофреник","雙重人格","Esquizofrénico"
"Mimic","宝箱怪","Mimic","Мимик","保險箱","Imitador"
"Guesser","赌怪","Guesser","Угадыватель","Guesser","Adivino"
"Necroview","死神","Necroview","Некровил","Necroview","Nigrovidente"
"Reach","持枪","Reach","Длиннолап","長槍","Largo Alcance"
"Charmed","魅魔小弟","Charmed","Зачарован","魅魔小弟","Encantado"
"Cleansed","清洁的","Cleansed","Очищенный","Cleansed","Purificado"
"Bait","诱饵","Bait","Байт","誘餌","Cebo"
"Trapper","陷阱师","Beartrap","Капкан","設陷者","Trampa Para Osos"
"Infected","感染","Infected","Зараженный","Infected","Infectado"
"Onbound","不可被赌","Onbound","Непобедим","Onbound","Atado"
"Knighted","骑士","Knighted","Посвященный","Knighted","Nombrado Caballero"
"Unreportable","不受重视","Disregarded","Проигнорированный","Disregarded","Olvidado"
"Contagious","传染性","Contagious","Заразный ","Contagious","Contagioso"
"Rogue","盗贼","Rogue","Негодяй","Rogue","Canalla"
"Lucky","幸运加持","Lucky","Удачливый","Lucky","Afortunado"
"Unlucky","倒霉蛋","Unlucky","Неудачный","Unlucky","Desafortunado"
"VoidBallot","无效投票","Void Ballot","Пустой","Void Ballot","Ignorado"
"Aware","意识到","Aware","Внимательный","Aware","Precavido"
"Fragile","脆弱","Fragile","Хрупкий","Fragile","Frágil"
"DoubleShot","双重猜测","Double Shot","Второй Шанс","Double Shot","Doble Tiro"
"Rascal","流氓","Rascal","Поддельный","Rascal","Mocoso"
"Soulless","没有灵魂","Soulless","Бездушный","Soulless","Desalmado"
"Gravestone","墓碑","Gravestone","Надгробный","Gravestone","Tumba"
"Lazy","懒人","Lazy","Ленивый","Lazy","Gandúl"
"Autopsy","尸检","Autopsy","Врач","Autopsy","Autopsia"
"Loyal","忠诚","Loyal","Лояльный","Loyal","Leal"
"EvilSpirit","恶灵","Evil Spirit","Злой Дух","Evil Spirit","Espíritu Malvado"
"Recruit","招募","Recruit","Завербованный","Recruit","Secuaz"
"Admired","仰慕","Admired","Поклонный","Admired","Admirado"
"Glow","光辉","Glow","Светящийся","Glow","Brillante"
"Diseased","患病","Diseased","Мученик","Diseased","Enfermo"
"Antidote","健康","Antidote","Антидот","Antidote","Antídoto"
"Swift","迅捷","Swift","Ловкач","Swift","Raudo"
"Ghoul","食尸鬼","Ghoul","Гуль","Ghoul","Demonio Necrófago"
"Mare","梦魇","Mare","Ночной","獵夢者","Pesadilla"
"Burst","爆破者","Burst","Взрывной","Burst","Explosivo"
"Sleuth","侦察员","Sleuth","Сыщик","Sleuth","Sabueso"
"Clumsy","笨蛋","Clumsy","Неуклюжий","Clumsy","Torpe"
"Nimble","敏捷","Nimble","Шустрый","Nimble","Ágil"

"## 附加职业作为前缀时 / Prefixes for Add-ons"

"Prefix.Ntr","海王","Neptune ","Нептунский ","海王","Neptuno "
"Prefix.Watcher","窥视","Watcher ","Наблюдательный ","觀察","Vigilante "
"Prefix.Flashman","闪电","Flash ","Флэшевый ","閃電","Sónico"
"Prefix.Torch","火炬","Torch ","Фонарный ","持燈","Antorcha "
"Prefix.Seer","灵媒","Seer ","Провидящий ","靈媒","Observador "
"Prefix.Brakar","破平","Tiebreaker ","Решающий ","破平","Rompe-empates "
"Prefix.Oblivious","胆小","Oblivious ","Забывчивый ","膽小","Inconsciente "
"Prefix.Bewilder","迷幻","Bewilder ","Растерянный ","視障","Desconcertado "
"Prefix.Workhorse","加班狂","Workhorse ","Рабочий ","加班狂","Caballo De Tiro "
"Prefix.Fool","蠢蛋","Fool ","Глупый ","蠢蛋","Tonto "
"Prefix.Avanger","复仇","Avenger ","Мстительный ","復仇","Vengador "
"Prefix.Youtuber","UP主","YouTuber ","Ютубер ","Youtuber","Youtuber "
"Prefix.Egoist","利己主义","Egoist ","Эгоистичный ","利己主義","Egoista "
"Prefix.TicketsStealer","窃票","Stealer ","Ворующий ","竊票","Ladrón "
"Prefix.DualPersonality","双重人格","Schizophrenic ","Шизофренический ","雙重人格","Esquizofrénico "
"Prefix.Mimic","宝箱怪","Mimic ","Мимикующий ","保險箱","Imitador "
"Prefix.Bait","诱饵","Bait ","Байт ","誘餌","Cebo "
"Prefix.Trapper","陷阱师","Beartrap ","Капкан ","設陷者","Trampa Para Osos "
"Prefix.Guesser","赌怪","Guesser ","Угадывающий ","Guesser ","Adivino "
"Prefix.Necroview","死神","Necroview ","Некровидящий ","Necroview ","Nigrovidente "
"Prefix.Recruit","招募","Recruit ","Завербованный ","Recruit ","Secuaz "
"Prefix.Reach","持枪","Reach ","Длиннолап ","持枪","De Largo Alcance "
"Prefix.Onbound","不可被赌的","Onbound ","Непобедимый ","Onbound ","Atado "
"Prefix.Knighted","骑士","Knighted ","Посвященный ","Knighted ","Nombrado Caballero"
"Prefix.Unreportable","不受重视的","Disregarded ","Проигнорированный ","Disregarded ","Olvidado "
"Prefix.Rogue","盗贼","Rogue ","Негодяйный ","Rogue ","Canalla "
"Prefix.Lucky","幸运加持的","Lucky ","Удачливый ","Lucky ","Afortunado "
"Prefix.DoubleShot","双重猜测","Double Shot ","Второй Шанс ","Double Shot ","Doble Tiro "
"Prefix.Rascal","流氓","Rascal ","Поддельный ","Rascal ","Mocoso "
"Prefix.Gravestone","墓碑","Gravestone ","Надгробный ","Gravestone ","Tumba "
"Prefix.Lazy","懒人","Lazy ","Ленивый ","Lazy ","Gandúl "
"Prefix.Autopsy","尸检","Autopsy ","Врач ","Autopsy ","Autopsia "
"Prefix.Loyal","忠诚","Loyal ","Лояльный ","Loyal ","Leal "
"Prefix.EvilSpirit","恶灵","Evil Spirit ","Злой Дух ","Evil Spirit ","Espíritu Malvado "
"Prefix.Glow","光辉","Glow ","Светящийся ","Glow ","Brillante "
"Prefix.Diseased","患病的","Diseased ","Мученик ","Diseased ","Enfermo "
"Prefix.Antidote","健康的","Antidote ","Антидот ","Antidote ","Antídoto "
"Prefix.Cleansed","被清洗的","Cleansed ","Очищенный ","Cleansed ","Purificado "
"Prefix.Swift","迅捷","Swift ","Ловкий ","Swift ","Raudo "
"Prefix.Unlucky","倒霉蛋","Unlucky ","Невезучий ","Unlucky ","Desafortunado "
"Prefix.VoidBallot","无效的","Void ","Пустой ","Void ","Ignorado "
"Prefix.Aware","意识到的","Aware ","Внимательный ","Aware ","Precavido "
"Prefix.Fragile","脆弱的","Fragile ","Хрупкий ","Fragile ","Frágil "
"Prefix.Ghoul","食尸鬼","Ghoul ","Гуль ","Ghoul ","Demonio Necrófago "
"Prefix.Sunglasses","患者","Sunglasses ","Солнцезащитный ","Sunglasses ","Gafas De Sol "
"Prefix.Mare","梦魇","Mare ","Ночной ","Mare ","Pesadilla "
"Prefix.Burst","爆破","Burst ","Взрывной ","Burst ","Explosivo "
"Prefix.Sleuth","侦察","Sleuth ","Сыщик ","Sleuth ","Sabueso "
"Prefix.Clumsy","笨蛋","Clumsy ","Неуклюжий ","Clumsy ","Torpe "
"Prefix.Nimble","敏捷","Nimble ","Шустрый ","Nimble ","Ágil "

"## 附加职业作为前缀时 / Prefixes for Add-ons But With Brackets"

"PrefixB.Ntr","（海王）","(Neptune) ","(Нептун) ","海王","(Neptuno) "
"PrefixB.Watcher","（窥视者）","(Watcher) ","(Наблюдатель) ","觀察","(Vigilante) "
"PrefixB.Flashman","（闪电）","(Flash) ","(Флэш) ","閃電","闪电"
"PrefixB.Torch","（火炬）","(Torch) ","(Фонарик) ","燈人","(Antorcha) "
"PrefixB.Seer","（灵媒）","(Seer) ","(Провидец) ","靈媒","(Observador) "
"PrefixB.Brakar","（破平者）","(Tiebreaker) ","(Решающий) ","破平","(Rompe-empates) "
"PrefixB.Oblivious","（胆小鬼）","(Oblivious) ","(Забывчивый) ","膽小","(Inconsciente) "
"PrefixB.Bewilder","（迷幻者）","(Bewilder) ","(Растерянный) ","視障","(Desconcertado) "
"PrefixB.Workhorse","（加班狂）","(Workhorse) ","(Рабочий) ","加班狂","(Caballo De Tiro) "
"PrefixB.Fool","（蠢蛋）","(Fool) ","(Глупец) ","蠢蛋","(Tonto) "
"PrefixB.Avanger","（复仇者）","(Avenger) ","(Мститель) ","復仇","(Vengador) "
"PrefixB.Youtuber","（UP主）","(YouTuber) ","(Ютубер) ","Youtuber","(Youtuber) "
"PrefixB.Egoist","（利己主义者）","(Egoist) ","(Эгоист) ","利己主義","(Egoista) "
"PrefixB.TicketsStealer","（窃票者）","(Stealer) ","(Вор) ","竊票","(Ladrón) "
"PrefixB.DualPersonality","（双重人格）","(Schizophrenic) ","(Шизофреник) ","雙重人格","(Esquizofrénico) "
"PrefixB.Mimic","（宝箱怪）","(Mimic) ","(Мимик) ","保險箱","(Imitador) "
"PrefixB.Bait","（诱饵）","(Bait) ","(Байт) ","誘餌","(Cebo) "
"PrefixB.Trapper","（陷阱师）","(Beartrap) ","(Капкан) ","設陷者","(Trampa Para Osos) "
"PrefixB.Guesser","（赌怪）","(Guesser) ","(Угадывающий) ","Guesser ","(Adivino) "
"PrefixB.Necroview","（死神）","(Necroview) ","(Некровил) ","Necroview ","(Nigrovidente) "
"PrefixB.Recruit","（招募）","(Recruit) ","(Завербован) ","(Recruit) ","(Secuaz) "
"PrefixB.Reach","（持枪）","(Reach) ","(Длиннолап) ","持枪","(Largo Alcance) "
"PrefixB.Onbound","（不可被赌）","(Onbound) ","(Непобедим) ","(Onbound) ","(Atado) "
"PrefixB.Knighted","（骑士）","(Knighted) ","(Посвященный) ","(Knighted) ","(Nombrado Caballero) "
"PrefixB.Unreportable","（不受重视）","(Disregarded) ","(Проигнорированный) ","(Disregarded) ","(Olvidado) "
"PrefixB.Rogue","（盗贼）","(Rogue) ","(Негодяй) ","(Rogue) ","(Canalla) "
"PrefixB.Lucky","（幸运加持）","(Lucky) ","(Удачливый) ","(Lucky) ","(Afortunado) "
"PrefixB.DoubleShot","（双重猜测）","(Double Shot) ","(Второй Шанс) ","(Double Shot) ","(Doble Tiro) "
"PrefixB.Rascal","（流氓）","(Rascal) ","(Поддельный) ","(Rascal) ","(Mocoso) "
"PrefixB.Gravestone","（墓碑）","(Gravestone) ","(Надгробный) ","(Gravestone) ","(Tumba) "
"PrefixB.Lazy","（懒人）","(Lazy) ","(Ленивый) ","(Lazy) ","(Gandúl) "
"PrefixB.Autopsy","（尸检）","(Autopsy) ","(Врач) ","(Autopsy) ","(Autopsia) "
"PrefixB.Loyal","（忠诚）","(Loyal) ","(Лояльный) ","(Loyal) ","(Leal) "
"PrefixB.EvilSpirit","（恶灵）","(Evil Spirit) ","(Злой Дух) ","(Evil Spirit) ","(Espíritu Malvado) "
"PrefixB.Glow","（光辉）","(Glow) ","(Светящийся) ","(Glow) ","(Brillante) "
"PrefixB.Diseased","（患病）","(Diseased) ","(Мученик) ","(Diseased) ","(Enfermo) "
"PrefixB.Antidote","（健康）","(Antidote) ","(Антидот) ","(Antidote) ","(Antídoto) "
"PrefixB.Cleansed","（被清洗）","(Cleansed) ","(Очищенный) ","(Cleansed) ","(Purificado) "
"PrefixB.Swift","（迅捷）","(Swift) ","(Ловкий) ","(Swift) ","(Raudo) "
"PrefixB.Unlucky","（倒霉蛋）","(Unlucky) ","(Невезучий) ","(Unlucky) ","(Desafortunado) "
"PrefixB.VoidBallot","（无效）","(Void) ","(Пустой) ","(Void) ","(Ignorado) "
"PrefixB.Aware","（意识到）","(Aware) ","(Внимательный) ","(Aware) ","(Precavido) "
"PrefixB.Fragile","（脆弱）","(Fragile) ","(Хрупкий) ","(Fragile) ","(Frágil) "
"PrefixB.Ghoul","（食尸鬼）","(Ghoul) ","(Гуль) ","(Ghoul) ","(Demonio Necrófago) "
"PrefixB.Sunglasses","（患者）","(Sunglasses) ","(Солнцезащитный) ","(Sunglasses) ","(Gafas De Sol) "
"PrefixB.Mare","（梦魇）","(Mare) ","(Ночной) ","(Mare) ","(Pesadilla) "
"PrefixB.Burst","（爆破者）","(Burst) ","(Взрывной) ","(Burst) ","(Explosivo) "
"PrefixB.Sleuth","（侦察者）","(Sleuth) ","(Сыщик) ","(Sleuth) ","(Sabueso) "
